timestamp,AX,AY,AZ
10637,0.01,-0.31,1.12
10656,-0.03,-0.26,1.13
10674,-0.15,-0.39,1.65
10693,-0.27,-0.17,3.64
10711,0.74,-0.34,3.30
10730,-0.00,-0.28,0.31
10748,-0.45,-0.30,-0.01
10767,0.03,-0.32,0.62
10785,0.13,-0.29,0.51
10804,0.13,-0.29,0.45
10822,0.09,-0.28,0.62
10841,0.10,-0.29,0.88
10859,-0.02,-0.31,1.18
10878,-0.18,-0.34,1.39
10896,-0.20,-0.33,1.34
10915,-0.14,-0.33,1.14
10933,-0.11,-0.33,0.97
10952,-0.06,-0.32,0.87
10970,0.01,-0.33,0.88
10989,0.01,-0.32,0.91
11007,-0.01,-0.31,0.92
11026,-0.03,-0.31,0.96
11044,-0.06,-0.30,0.99
11063,-0.07,-0.30,1.02
11081,-0.08,-0.30,1.02
11100,-0.08,-0.30,0.94
11118,-0.06,-0.29,0.97
11137,-0.03,-0.30,0.98
11155,-0.02,-0.29,0.92
11174,-0.04,-0.29,0.92
11192,-0.03,-0.30,0.98
11211,-0.03,-0.31,1.01
11229,-0.04,-0.31,1.00
11248,-0.04,-0.31,0.95
11266,-0.02,-0.31,0.96
11285,-0.02,-0.31,0.97
11303,-0.04,-0.31,0.97
11322,-0.02,-0.31,0.98
11340,-0.02,-0.30,0.95
11359,-0.05,-0.32,0.96
11377,-0.04,-0.31,0.96
11396,0.00,-0.31,0.96
11414,0.00,-0.31,1.00
11433,-0.01,-0.31,0.99
11451,-0.02,-0.31,0.98
11470,-0.02,-0.31,0.98
11488,-0.04,-0.31,0.93
11507,-0.04,-0.30,0.96
11525,-0.03,-0.30,0.97
11544,-0.05,-0.31,0.98
11562,-0.06,-0.30,0.99
11581,-0.04,-0.30,0.99
11599,-0.03,-0.30,0.98
11618,-0.00,-0.30,0.94
11636,-0.01,-0.31,0.93
11655,-0.03,-0.31,0.99
11673,-0.04,-0.31,0.98
11692,-0.06,-0.30,0.97
11710,-0.08,-0.31,0.99
11729,-0.05,-0.31,0.98
11747,-0.04,-0.31,0.95
11766,-0.03,-0.31,0.94
11784,-0.02,-0.32,0.99
11803,-0.03,-0.31,0.97
11821,-0.04,-0.31,0.97
11840,-0.04,-0.31,1.01
11858,-0.04,-0.30,1.01
11877,-0.03,-0.30,1.01
11895,-0.05,-0.30,1.03
11914,-0.07,-0.29,1.04
11932,-0.02,-0.30,1.07
11951,0.02,-0.30,1.14
11969,0.03,-0.30,1.23
11988,-0.02,-0.30,1.35
12006,-0.05,-0.28,1.47
12025,-0.07,-0.28,1.58
12043,-0.06,-0.30,1.74
12062,0.03,-0.31,1.85
12080,0.12,-0.32,1.90
12099,0.17,-0.27,1.80
12117,0.28,-0.44,1.83
12136,0.14,-0.29,1.61
12154,0.13,-0.32,1.54
12173,0.08,-0.32,1.56
12191,0.05,-0.32,1.49
12210,0.11,-0.33,1.44
12228,0.13,-0.34,1.39
12247,0.09,-0.35,1.35
12265,0.01,-0.35,1.30
12284,-0.05,-0.36,1.39
12302,-0.06,-0.38,1.35
12321,0.03,-0.39,1.23
12339,0.12,-0.38,1.07
12358,0.10,-0.39,0.92
12376,0.04,-0.40,0.80
12395,0.04,-0.41,0.74
12413,0.11,-0.42,0.77
12432,0.08,-0.44,0.87
12450,0.01,-0.43,0.78
12469,-0.14,-0.43,0.74
12487,-0.13,-0.43,0.68
12506,-0.04,-0.41,0.48
12524,-0.02,-0.43,0.35
12543,-0.01,-0.44,0.38
12561,-0.03,-0.45,0.50
12580,-0.02,-0.47,0.45
12598,0.04,-0.46,0.29
12617,0.09,-0.46,0.21
12635,0.09,-0.48,0.19
12654,0.14,-0.46,0.09
12672,0.13,-0.45,0.03
12691,0.04,-0.45,0.01
12709,-0.09,-0.45,-0.04
12728,-0.16,-0.47,-0.00
12746,-0.10,-0.46,-0.07
12765,0.02,-0.42,-0.28
12783,0.10,-0.41,-0.50
12802,0.05,-0.41,-0.63
12820,-0.09,-0.43,-0.56
12839,-0.10,-0.42,-0.60
12857,-0.11,-0.44,-0.70
12876,-0.15,-0.43,-0.78
12894,-0.23,-0.44,-0.81
12913,-0.27,-0.43,-0.93
12931,-0.24,-0.42,-1.10
12950,-0.27,-0.40,-1.14
12968,-0.37,-0.41,-1.17
12987,-0.40,-0.39,-1.26
13005,-0.40,-0.38,-1.39
13024,-0.42,-0.41,-1.43
13042,-0.45,-0.43,-1.39
13061,-0.46,-0.45,-1.32
13079,-0.46,-0.49,-1.25
13098,-0.46,-0.52,-1.16
13116,-0.44,-0.56,-1.07
13135,-0.41,-0.59,-1.01
13153,-0.41,-0.61,-0.89
13172,-0.39,-0.63,-0.87
13190,-0.38,-0.64,-0.91
13209,-0.39,-0.64,-0.91
13227,-0.35,-0.63,-0.90
13246,-0.31,-0.62,-0.93
13264,-0.27,-0.60,-1.00
13283,-0.26,-0.58,-1.02
13301,-0.27,-0.57,-1.04
13320,-0.30,-0.56,-1.08
13338,-0.29,-0.54,-1.09
13357,-0.27,-0.54,-1.05
13375,-0.24,-0.53,-1.05
13394,-0.23,-0.53,-1.05
13412,-0.26,-0.53,-1.01
13431,-0.32,-0.53,-0.93
13449,-0.34,-0.53,-0.91
13468,-0.34,-0.52,-0.87
13486,-0.32,-0.51,-0.78
13505,-0.29,-0.50,-0.71
13523,-0.22,-0.48,-0.72
13542,-0.11,-0.46,-0.62
13560,0.01,-0.45,-0.58
13579,0.07,-0.41,-0.60
13597,0.08,-0.38,-0.51
13616,-0.04,-0.35,-0.34
13634,-0.13,-0.35,-0.15
13653,-0.21,-0.36,0.04
13671,-0.25,-0.38,0.20
13690,-0.25,-0.39,0.28
13708,-0.23,-0.41,0.37
13727,-0.17,-0.44,0.47
13745,-0.11,-0.44,0.51
13764,-0.04,-0.43,0.53
13782,0.06,-0.43,0.60
13801,0.13,-0.43,0.68
13819,0.12,-0.42,0.78
13838,-0.02,-0.45,0.85
13856,-0.28,-0.44,0.94
13875,-0.54,-0.49,1.05
13893,-0.66,-0.52,0.94
13912,-0.49,-0.48,1.02
13930,-0.18,-0.43,0.98
13949,-0.08,-0.53,1.08
13967,0.06,-0.46,1.13
13986,0.07,-0.47,1.09
14004,0.01,-0.45,1.06
14023,0.00,-0.46,1.08
14041,-0.08,-0.47,1.18
14060,-0.23,-0.50,1.22
14078,-0.30,-0.50,1.24
14097,-0.26,-0.49,1.21
14115,-0.15,-0.47,1.10
14134,-0.07,-0.46,1.04
14152,-0.03,-0.43,1.04
14171,-0.04,-0.43,1.02
